paper_id,title,year,venue
p_00478,Scalable Learning with Structured Interfaces,2024,SIGMOD
p_00479,Towards Learning for Distributed Interfaces,2019,CHI
p_00480,Efficient Indexing for Structured Graphs,2025,SODA
p_00481,Scalable Verification for Structured Systems,2023,CVPR
p_00482,Robust Scheduling for Large-scale Interfaces,2018,SIGCOMM
p_00483,Scalable Indexing with Large-scale Systems,2019,SIGCOMM
p_00484,On Scheduling with Structured Systems,2020,STOC
p_00485,Efficient Scheduling with Streaming Systems,2019,EMNLP
p_00486,Efficient Verification under Large-scale Systems,2019,ICLR
p_00487,Efficient Learning under Large-scale Graphs,2022,UIST
p_00488,On Verification with Large-scale Models,2021,OSDI
p_00489,Efficient Indexing under Streaming Graphs,2024,ACL
p_00490,Efficient Scheduling for Large-scale Systems,2021,SIGCOMM
p_00491,Robust Indexing under Modern Interfaces,2019,USENIX Security
p_00492,Efficient Learning under Streaming Graphs,2025,SOSP
p_00493,Towards Scheduling under Large-scale Workloads,2025,CCS
p_00494,On Verification for Structured Systems,2025,FOCS
p_00495,Efficient Indexing under Modern Interfaces,2024,ICCV
p_00496,On Inference with Large-scale Models,2024,ACL
p_00497,Robust Verification for Distributed Models,2024,FOCS
p_00498,On Scheduling under Large-scale Models,2025,ICLR
p_00499,Efficient Learning with Modern Systems,2022,NeurIPS
p_00500,On Inference with Streaming Graphs,2023,ICLR
p_00501,On Indexing for Structured Workloads,2020,SODA
p_00502,On Indexing with Large-scale Workloads,2023,SIGMOD
p_00503,Robust Learning with Streaming Workloads,2026,STOC
p_00504,Towards Scheduling for Structured Interfaces,2021,STOC
p_00505,Scalable Inference under Large-scale Systems,2021,NSDI
p_00506,Towards Scheduling with Structured Interfaces,2018,IEEE S&P
p_00507,Scalable Indexing with Streaming Interfaces,2021,ICLR
p_00508,Efficient Learning with Structured Interfaces,2021,EuroSys
p_00509,Scalable Learning with Large-scale Graphs,2020,OSDI
p_00510,Towards Inference with Distributed Models,2019,NSDI
p_00511,On Indexing for Streaming Systems,2018,ICCV
p_00512,Towards Verification under Structured Systems,2022,FOCS
p_00513,On Learning with Modern Workloads,2025,ICCV
p_00514,Robust Scheduling with Distributed Systems,2020,SOSP
p_00515,Efficient Verification for Large-scale Interfaces,2021,ICLR
p_00516,Towards Learning for Structured Interfaces,2024,ACL
p_00517,On Scheduling for Streaming Workloads,2026,EMNLP
p_00518,Towards Verification under Large-scale Systems,2021,VLDB
p_00519,Robust Learning for Streaming Interfaces,2025,NeurIPS
p_00520,Towards Verification with Streaming Workloads,2019,SIGMOD
p_00521,Robust Learning with Modern Graphs,2021,NeurIPS
p_00522,Towards Verification with Structured Systems,2026,ICLR
p_00523,Robust Verification for Structured Interfaces,2022,EuroSys
p_00524,Scalable Learning under Distributed Models,2022,ACL
p_00525,Robust Verification under Structured Graphs,2021,STOC
p_00526,On Inference with Large-scale Interfaces,2026,EMNLP
p_00527,Scalable Scheduling for Structured Models,2026,FOCS
p_00528,Efficient Inference with Structured Interfaces,2021,SIGCOMM
p_00529,Efficient Inference with Structured Interfaces,2020,SOSP
p_00530,Robust Scheduling with Streaming Interfaces,2021,ICCV
p_00531,Towards Scheduling under Large-scale Models,2018,SIGCOMM
p_00532,Scalable Inference under Distributed Workloads,2025,IEEE S&P
p_00533,Robust Inference with Streaming Graphs,2026,UIST
p_00534,Towards Inference under Structured Graphs,2025,CVPR
p_00535,Efficient Inference under Modern Graphs,2025,CHI
p_00536,Efficient Scheduling with Structured Models,2020,ICCV
p_00537,Efficient Verification for Streaming Interfaces,2019,EuroSys
p_00538,Scalable Inference for Large-scale Systems,2018,IEEE S&P
p_00539,Efficient Learning for Streaming Workloads,2019,SIGCOMM
p_00540,Towards Scheduling with Structured Systems,2024,STOC
p_00541,On Verification under Distributed Workloads,2022,CCS
p_00542,On Learning for Modern Models,2019,NeurIPS
p_00543,Efficient Learning for Streaming Graphs,2018,SIGCOMM
p_00544,On Learning with Modern Workloads,2021,ICLR
p_00545,Scalable Indexing for Structured Models,2019,STOC
p_00546,On Indexing for Modern Models,2018,SODA
p_00547,On Inference under Large-scale Models,2019,ICLR
p_00548,Robust Scheduling under Large-scale Interfaces,2022,EMNLP
p_00549,Towards Indexing under Modern Graphs,2025,EuroSys
p_00550,Scalable Scheduling under Distributed Graphs,2019,CHI
p_00551,On Learning with Distributed Graphs,2021,CHI
p_00552,Robust Verification for Large-scale Systems,2020,ICCV
p_00553,Efficient Inference for Modern Workloads,2020,ICCV
p_00554,Scalable Indexing under Large-scale Models,2024,ACL
p_00555,Towards Learning under Structured Interfaces,2018,EuroSys
p_00556,On Scheduling with Distributed Interfaces,2022,VLDB
p_00557,Efficient Verification for Modern Graphs,2020,EuroSys
p_00558,Efficient Scheduling with Distributed Models,2025,SOSP
p_00559,Efficient Verification for Distributed Interfaces,2021,IEEE S&P
p_00560,Robust Indexing with Distributed Workloads,2026,IEEE S&P
p_00561,Towards Verification for Large-scale Workloads,2020,EuroSys
p_00562,Scalable Indexing with Large-scale Models,2023,IEEE S&P
p_00563,On Verification under Modern Systems,2026,NSDI
p_00564,On Verification with Structured Interfaces,2023,SODA
p_00565,Robust Scheduling for Streaming Models,2021,UIST
p_00566,Scalable Inference under Structured Interfaces,2026,IEEE S&P
p_00567,Efficient Indexing for Streaming Workloads,2022,SIGCOMM
p_00568,Towards Indexing for Large-scale Workloads,2020,ICCV
p_00569,Efficient Learning with Structured Graphs,2025,STOC
p_00570,On Inference for Streaming Workloads,2019,SOSP
p_00571,Scalable Scheduling under Structured Workloads,2020,USENIX Security
p_00572,Towards Inference with Modern Models,2026,ICLR
p_00573,On Verification for Large-scale Interfaces,2023,USENIX Security
p_00574,Efficient Scheduling under Large-scale Systems,2020,EMNLP
p_00575,Efficient Indexing under Large-scale Models,2018,SODA
p_00576,On Indexing under Distributed Graphs,2022,SIGMOD
p_00577,On Scheduling for Structured Graphs,2018,EMNLP
p_00578,Scalable Inference for Streaming Workloads,2026,UIST
p_00579,Scalable Verification under Streaming Models,2022,NeurIPS
p_00580,Scalable Verification with Modern Systems,2023,ICLR
p_00581,Towards Verification for Modern Workloads,2019,VLDB
p_00582,On Inference for Structured Graphs,2025,ICLR
p_00583,Scalable Verification for Distributed Workloads,2019,SOSP
p_00584,Towards Indexing under Streaming Graphs,2018,VLDB
p_00585,Robust Indexing for Distributed Systems,2023,SODA
p_00586,Robust Scheduling under Distributed Systems,2020,CHI
p_00587,Efficient Scheduling for Distributed Systems,2024,ICLR
p_00588,Scalable Indexing with Large-scale Interfaces,2020,UIST
p_00589,Towards Indexing with Modern Interfaces,2019,FOCS
p_00590,Scalable Verification for Distributed Systems,2021,SIGMOD
p_00591,On Verification for Large-scale Workloads,2024,CVPR
p_00592,Robust Scheduling for Streaming Workloads,2022,OSDI
p_00593,On Learning for Distributed Graphs,2019,EMNLP
p_00594,Robust Scheduling for Distributed Graphs,2022,SIGCOMM
p_00595,Scalable Learning under Structured Graphs,2025,SIGCOMM
p_00596,Robust Learning under Modern Graphs,2023,SIGMOD
p_00597,Towards Verification under Distributed Models,2021,VLDB
p_00598,Efficient Verification for Modern Models,2025,EMNLP
p_00599,Robust Scheduling with Streaming Graphs,2026,ACL
p_00600,On Learning under Streaming Systems,2025,NSDI
p_00601,Towards Verification with Large-scale Graphs,2025,OSDI
p_00602,On Inference for Streaming Interfaces,2019,CVPR
p_00603,Towards Scheduling under Streaming Graphs,2024,IEEE S&P
p_00604,Towards Inference for Streaming Models,2020,CVPR
p_00605,On Indexing under Modern Interfaces,2019,SIGMOD
p_00606,Towards Indexing for Modern Interfaces,2018,EuroSys
p_00607,On Verification under Structured Models,2025,EMNLP
p_00608,On Learning under Streaming Workloads,2020,USENIX Security
p_00609,Robust Learning under Structured Workloads,2024,ICML
p_00610,Efficient Indexing under Large-scale Models,2020,IEEE S&P
p_00611,Efficient Learning with Large-scale Workloads,2024,ICLR
p_00612,Scalable Scheduling under Streaming Graphs,2026,UIST
p_00613,Scalable Learning with Structured Systems,2020,IEEE S&P
p_00614,Scalable Scheduling for Streaming Models,2026,OSDI
p_00615,Efficient Verification with Large-scale Interfaces,2022,SOSP
p_00616,On Verification with Streaming Models,2026,SIGCOMM
p_00617,Robust Scheduling for Structured Graphs,2023,ACL
p_00618,Towards Verification with Structured Workloads,2019,SOSP
p_00619,Robust Inference under Modern Graphs,2026,CHI
p_00620,On Learning under Modern Workloads,2019,ICCV
p_00621,Robust Inference for Streaming Workloads,2019,SIGMOD
p_00622,Scalable Inference for Modern Interfaces,2022,CCS
p_00623,Efficient Learning for Modern Interfaces,2021,CCS
p_00624,Robust Indexing for Large-scale Models,2021,OSDI
p_00625,On Inference for Modern Graphs,2024,SODA
p_00626,Efficient Scheduling for Structured Graphs,2024,NeurIPS
p_00627,Efficient Inference under Large-scale Workloads,2024,SODA
p_00628,Robust Scheduling for Distributed Models,2023,EuroSys
p_00629,Towards Verification with Distributed Systems,2019,SODA
p_00630,Scalable Inference under Distributed Systems,2024,SOSP
p_00631,Scalable Learning for Modern Models,2018,STOC
p_00632,Scalable Inference under Distributed Models,2025,ICCV
p_00633,Towards Indexing with Large-scale Systems,2019,UIST
p_00634,Towards Scheduling for Streaming Workloads,2019,ICLR
p_00635,Scalable Indexing for Streaming Interfaces,2023,ACL
p_00636,On Indexing under Streaming Systems,2020,ICCV
p_00637,Efficient Learning for Structured Models,2021,ACL
p_00638,Efficient Indexing with Structured Systems,2026,EuroSys
p_00639,Towards Indexing under Distributed Workloads,2018,EMNLP
p_00640,On Learning for Structured Models,2023,IEEE S&P
p_00641,Robust Scheduling under Structured Graphs,2018,OSDI
p_00642,On Learning under Distributed Workloads,2018,OSDI
p_00643,Robust Learning under Modern Systems,2026,CCS
p_00644,Efficient Inference with Streaming Systems,2018,NeurIPS
p_00645,Efficient Learning under Structured Graphs,2018,USENIX Security
p_00646,Scalable Verification with Distributed Models,2020,STOC
p_00647,Towards Scheduling for Large-scale Models,2021,ICML
p_00648,On Learning under Structured Workloads,2018,ICLR
p_00649,Scalable Verification under Streaming Interfaces,2023,UIST
p_00650,Scalable Indexing for Large-scale Workloads,2026,SIGMOD
p_00651,Scalable Scheduling for Large-scale Interfaces,2018,CHI
p_00652,Efficient Indexing under Structured Graphs,2020,CVPR
p_00653,Towards Verification under Structured Models,2019,SIGCOMM
p_00654,Robust Indexing for Structured Graphs,2025,IEEE S&P
p_00655,Efficient Scheduling with Structured Workloads,2023,ACL
p_00656,On Learning for Structured Models,2019,VLDB
p_00657,Towards Indexing for Modern Interfaces,2023,CVPR
p_00658,Efficient Scheduling for Modern Graphs,2026,ICLR
p_00659,On Scheduling for Structured Systems,2025,UIST
p_00660,Robust Verification for Distributed Systems,2022,VLDB
p_00661,Efficient Learning for Modern Graphs,2019,ICML
p_00662,On Verification under Structured Workloads,2023,CHI
p_00663,Towards Scheduling for Structured Models,2021,IEEE S&P
p_00664,Robust Verification with Structured Systems,2024,ACL
p_00665,On Learning for Distributed Graphs,2023,CHI
p_00666,Efficient Verification under Large-scale Models,2021,USENIX Security
p_00667,Scalable Scheduling for Modern Graphs,2023,UIST
p_00668,Efficient Verification with Streaming Interfaces,2026,SOSP
p_00669,Scalable Scheduling for Structured Interfaces,2025,ICML
p_00670,Efficient Inference under Streaming Models,2025,UIST
p_00671,Towards Indexing for Modern Models,2024,SOSP
p_00672,Scalable Indexing with Structured Workloads,2018,ICLR
p_00673,Efficient Scheduling for Large-scale Graphs,2021,CCS
p_00674,Robust Learning under Large-scale Graphs,2018,SIGMOD
p_00675,On Inference under Modern Systems,2020,FOCS
p_00676,On Learning under Distributed Workloads,2019,SOSP
p_00677,Scalable Learning under Large-scale Graphs,2022,ICLR
p_00678,On Indexing with Streaming Models,2020,SIGCOMM
p_00679,Efficient Verification for Large-scale Models,2024,CVPR
p_00680,Scalable Scheduling for Modern Workloads,2025,STOC
p_00681,Towards Scheduling under Modern Models,2023,FOCS
p_00682,Towards Indexing for Distributed Models,2026,SIGCOMM
p_00683,On Scheduling under Large-scale Systems,2018,NSDI
p_00684,Scalable Verification for Modern Systems,2025,NSDI
p_00685,Towards Learning under Distributed Systems,2019,EuroSys
p_00686,Efficient Learning with Streaming Interfaces,2022,CCS
p_00687,Towards Scheduling under Modern Models,2022,FOCS
p_00688,Towards Scheduling for Streaming Interfaces,2024,CCS
p_00689,Towards Verification for Large-scale Models,2019,VLDB
p_00690,Efficient Inference under Streaming Models,2026,SOSP
p_00691,Efficient Verification with Distributed Systems,2020,STOC
p_00692,Towards Verification with Large-scale Systems,2025,NeurIPS
p_00693,On Learning with Modern Graphs,2018,OSDI
p_00694,Robust Learning under Large-scale Graphs,2019,NeurIPS
p_00695,Scalable Verification with Large-scale Models,2026,SIGMOD
p_00696,Scalable Verification for Distributed Workloads,2025,IEEE S&P
p_00697,Robust Learning under Large-scale Systems,2022,EMNLP
p_00698,Scalable Inference under Large-scale Systems,2025,EuroSys
p_00699,On Verification under Large-scale Interfaces,2020,NeurIPS
p_00700,Scalable Indexing under Structured Workloads,2022,CVPR
p_00701,Robust Indexing for Large-scale Workloads,2026,ACL
p_00702,Towards Scheduling with Structured Systems,2021,ACL
p_00703,Robust Indexing for Large-scale Systems,2019,STOC
p_00704,Efficient Learning with Modern Workloads,2021,FOCS
p_00705,Efficient Learning for Streaming Graphs,2025,FOCS
p_00706,Efficient Verification for Distributed Interfaces,2022,NeurIPS
p_00707,Scalable Indexing with Large-scale Workloads,2019,ICLR
p_00708,Robust Scheduling for Modern Interfaces,2025,EMNLP
p_00709,On Learning with Modern Interfaces,2025,CCS
p_00710,On Inference for Distributed Graphs,2020,EMNLP
p_00711,Scalable Verification for Modern Models,2021,EuroSys
p_00712,Towards Inference for Modern Models,2024,CVPR
p_00713,Efficient Indexing with Distributed Graphs,2026,CCS
p_00714,Scalable Scheduling with Large-scale Workloads,2025,SOSP
p_00715,Towards Inference with Streaming Workloads,2019,ICCV
p_00716,On Inference for Streaming Interfaces,2026,OSDI
p_00717,Towards Scheduling under Distributed Interfaces,2026,CCS
p_00718,Towards Indexing for Streaming Graphs,2020,OSDI
p_00719,Scalable Scheduling for Modern Workloads,2020,SIGMOD
p_00720,Scalable Inference with Streaming Workloads,2018,ICLR
p_00721,Scalable Scheduling under Modern Interfaces,2018,ICCV
p_00722,Efficient Indexing under Distributed Graphs,2020,UIST
p_00723,Towards Scheduling under Structured Workloads,2026,UIST
p_00724,Scalable Inference under Distributed Systems,2018,SIGMOD
p_00725,Robust Inference under Streaming Models,2019,OSDI
p_00726,Efficient Learning with Structured Workloads,2024,ICML
p_00727,On Learning for Distributed Workloads,2026,ACL
p_00728,Towards Scheduling with Distributed Models,2026,USENIX Security
p_00729,Towards Verification under Large-scale Models,2021,USENIX Security
p_00730,Scalable Inference for Large-scale Graphs,2022,FOCS
p_00731,Towards Verification for Structured Systems,2022,SOSP
p_00732,Robust Inference with Distributed Systems,2018,ACL
p_00733,Robust Scheduling under Streaming Interfaces,2024,NSDI
p_00734,Efficient Inference under Distributed Models,2026,USENIX Security
p_00735,Towards Scheduling for Large-scale Models,2022,SIGMOD
p_00736,Robust Inference for Modern Workloads,2023,CVPR
p_00737,Efficient Learning with Large-scale Graphs,2021,OSDI
p_00738,Efficient Indexing under Distributed Graphs,2019,ICLR
p_00739,Towards Scheduling under Modern Interfaces,2018,CHI
p_00740,Scalable Indexing for Structured Workloads,2025,SOSP
p_00741,Towards Learning under Streaming Workloads,2023,ICCV
p_00742,On Inference under Streaming Graphs,2026,NSDI
p_00743,Efficient Indexing with Large-scale Workloads,2020,EMNLP
p_00744,Scalable Inference with Streaming Graphs,2022,ICML
p_00745,Robust Verification under Modern Interfaces,2021,IEEE S&P
p_00746,Towards Indexing for Distributed Graphs,2018,EMNLP
p_00747,Scalable Inference for Large-scale Models,2025,ICLR
p_00748,Towards Verification with Structured Graphs,2024,CHI
p_00749,Towards Learning for Distributed Interfaces,2022,NSDI
p_00750,On Verification for Large-scale Models,2026,USENIX Security
p_00751,Towards Indexing under Streaming Interfaces,2018,UIST
p_00752,Efficient Inference under Streaming Interfaces,2025,SOSP
p_00753,Efficient Indexing with Structured Workloads,2022,CCS
p_00754,Efficient Inference for Distributed Interfaces,2024,VLDB
p_00755,Towards Inference for Distributed Models,2020,EMNLP
p_00756,Robust Inference under Modern Graphs,2018,CCS
p_00757,Efficient Indexing for Distributed Interfaces,2026,OSDI
p_00758,Scalable Learning under Structured Workloads,2026,NeurIPS
p_00759,Efficient Scheduling with Large-scale Graphs,2020,STOC
p_00760,Efficient Verification under Modern Models,2021,NeurIPS
p_00761,Scalable Verification with Large-scale Models,2022,EMNLP
p_00762,On Verification for Modern Workloads,2018,NeurIPS
p_00763,Efficient Inference for Modern Models,2019,STOC
p_00764,Efficient Scheduling for Distributed Interfaces,2026,ICML
p_00765,Efficient Verification with Structured Models,2026,EMNLP
p_00766,On Learning with Structured Models,2022,STOC
p_00767,Efficient Learning with Structured Graphs,2023,NeurIPS
p_00768,Robust Indexing with Streaming Systems,2022,NeurIPS
p_00769,On Scheduling under Modern Graphs,2023,ACL
p_00770,Efficient Inference for Structured Workloads,2019,ICLR
p_00771,Robust Indexing with Distributed Graphs,2020,SODA
p_00772,Efficient Scheduling for Large-scale Graphs,2018,ACL
p_00773,Robust Inference with Distributed Workloads,2018,OSDI
p_00774,Efficient Inference for Modern Workloads,2025,SIGMOD
p_00775,On Scheduling with Structured Models,2020,CVPR
p_00776,On Indexing for Modern Interfaces,2021,FOCS
p_00777,Robust Indexing with Structured Graphs,2025,NeurIPS
p_00778,Robust Indexing for Modern Systems,2025,OSDI
p_00779,On Learning under Distributed Workloads,2023,SIGCOMM
p_00780,Efficient Inference for Streaming Models,2020,ICLR
p_00781,Scalable Inference under Streaming Interfaces,2026,SIGMOD
p_00782,Efficient Inference with Streaming Graphs,2023,ICML
p_00783,Efficient Indexing with Modern Workloads,2023,UIST
p_00784,Scalable Inference for Streaming Graphs,2025,ICLR
p_00785,Robust Scheduling under Modern Interfaces,2018,UIST
p_00786,Efficient Verification with Structured Models,2020,UIST
p_00787,Efficient Scheduling with Streaming Workloads,2018,VLDB
p_00788,Scalable Verification under Streaming Systems,2018,SIGMOD
p_00789,On Scheduling under Distributed Systems,2022,CCS
p_00790,Scalable Inference with Large-scale Models,2023,UIST
p_00791,Robust Inference under Modern Systems,2019,SIGCOMM
p_00792,On Indexing for Structured Interfaces,2023,STOC
p_00793,On Indexing for Streaming Graphs,2023,CVPR
p_00794,Scalable Verification with Distributed Systems,2018,UIST
p_00795,Robust Inference for Large-scale Interfaces,2025,UIST
p_00796,Robust Scheduling for Distributed Systems,2023,EMNLP
p_00797,On Verification under Streaming Workloads,2023,UIST
p_00798,Towards Scheduling for Modern Systems,2022,ICCV
p_00799,Efficient Inference under Modern Systems,2026,ICML
p_00800,Robust Verification for Distributed Interfaces,2023,CCS
p_00801,Robust Scheduling with Distributed Systems,2020,ICCV
p_00802,Efficient Inference under Streaming Workloads,2022,ACL
p_00803,On Scheduling under Large-scale Interfaces,2018,ICML
p_00804,Scalable Learning for Modern Systems,2019,SIGCOMM
p_00805,Scalable Scheduling with Streaming Interfaces,2019,NSDI
p_00806,Robust Inference with Modern Models,2025,NSDI
p_00807,On Indexing for Large-scale Models,2026,EMNLP
p_00808,Towards Learning under Modern Workloads,2022,UIST
p_00809,Scalable Learning with Large-scale Graphs,2026,SODA
p_00810,Robust Verification under Distributed Systems,2020,EuroSys
p_00811,Efficient Learning with Structured Graphs,2023,ICCV
p_00812,Robust Learning with Structured Models,2026,ACL
p_00813,On Indexing with Streaming Models,2020,ACL
p_00814,Scalable Inference with Streaming Models,2019,VLDB
p_00815,Scalable Verification for Structured Graphs,2026,NSDI
p_00816,Efficient Scheduling under Distributed Interfaces,2021,NeurIPS
p_00817,Efficient Indexing under Modern Models,2020,SODA
p_00818,Efficient Verification with Structured Workloads,2021,SIGMOD
p_00819,On Learning with Modern Models,2021,ICCV
p_00820,Scalable Indexing under Streaming Graphs,2018,ICML
p_00821,On Inference with Streaming Graphs,2026,EuroSys
p_00822,Robust Learning with Streaming Systems,2022,OSDI
p_00823,On Indexing for Streaming Systems,2019,NeurIPS
p_00824,On Learning with Structured Graphs,2018,UIST
p_00825,On Inference for Large-scale Models,2024,ICML
p_00826,Towards Learning for Structured Graphs,2019,UIST
p_00827,Efficient Verification for Large-scale Interfaces,2020,SIGCOMM
p_00828,On Indexing for Large-scale Graphs,2024,SIGCOMM
p_00829,Towards Scheduling for Streaming Graphs,2020,CVPR
p_00830,On Learning with Large-scale Systems,2022,STOC
p_00831,Efficient Indexing under Large-scale Interfaces,2021,SIGMOD
p_00832,On Verification under Streaming Systems,2020,SOSP
p_00833,Towards Inference under Modern Graphs,2019,ICCV
p_00834,Towards Inference with Streaming Workloads,2025,SOSP
p_00835,On Inference under Streaming Workloads,2024,OSDI
p_00836,Towards Inference for Modern Workloads,2021,NSDI
p_00837,Efficient Learning under Structured Interfaces,2024,NSDI
p_00838,Robust Learning for Distributed Graphs,2021,SOSP
p_00839,Towards Inference for Structured Interfaces,2026,CVPR
p_00840,Towards Indexing for Streaming Workloads,2024,USENIX Security
p_00841,Scalable Learning under Modern Models,2018,CVPR
p_00842,Towards Learning under Distributed Interfaces,2021,SIGCOMM
p_00843,Towards Indexing under Large-scale Systems,2021,NeurIPS
p_00844,Towards Indexing for Distributed Models,2018,EMNLP
p_00845,Robust Verification under Large-scale Workloads,2025,SOSP
p_00846,Towards Scheduling under Structured Graphs,2018,ICML
p_00847,Efficient Verification with Structured Workloads,2018,SODA
p_00848,Efficient Learning with Streaming Systems,2021,CCS
p_00849,Towards Scheduling with Streaming Interfaces,2023,ACL
p_00850,Towards Inference under Streaming Graphs,2021,VLDB
p_00851,Robust Verification for Large-scale Models,2022,CVPR
p_00852,Scalable Verification for Large-scale Interfaces,2021,ACL
p_00853,Robust Inference for Large-scale Graphs,2022,ACL
p_00854,Towards Scheduling for Streaming Workloads,2020,SIGMOD
p_00855,Towards Learning under Modern Interfaces,2025,ICCV
p_00856,On Inference for Structured Systems,2022,CCS
p_00857,Towards Indexing for Modern Workloads,2023,SODA
p_00858,Robust Indexing for Distributed Interfaces,2020,EMNLP
p_00859,Efficient Scheduling for Streaming Graphs,2025,SIGMOD
p_00860,Towards Scheduling for Streaming Systems,2025,SIGMOD
p_00861,Robust Learning under Streaming Models,2019,EuroSys
p_00862,Scalable Learning under Streaming Graphs,2023,STOC
p_00863,Robust Verification with Large-scale Systems,2022,UIST
p_00864,Towards Verification for Large-scale Interfaces,2022,ICCV
p_00865,Robust Scheduling with Streaming Models,2021,VLDB
p_00866,On Scheduling under Structured Models,2018,FOCS
p_00867,Towards Learning under Modern Models,2018,UIST
p_00868,Robust Learning for Large-scale Graphs,2020,EMNLP
p_00869,Efficient Learning under Distributed Workloads,2023,CCS
p_00870,Efficient Learning under Distributed Workloads,2022,CVPR
p_00871,Robust Verification with Modern Interfaces,2024,ICLR
p_00872,Towards Verification under Streaming Models,2026,CCS
p_00873,Efficient Inference under Structured Systems,2021,SIGCOMM
p_00874,Scalable Learning under Distributed Interfaces,2024,CHI
p_00875,Robust Scheduling for Structured Workloads,2018,SIGMOD
p_00876,Efficient Indexing under Large-scale Graphs,2021,UIST
p_00877,Scalable Indexing for Structured Graphs,2022,SIGCOMM
p_00878,Towards Scheduling under Structured Systems,2022,ACL
p_00879,Scalable Inference for Distributed Systems,2023,FOCS
p_00880,Scalable Inference for Streaming Interfaces,2025,NSDI
p_00881,Scalable Scheduling for Modern Graphs,2020,FOCS
p_00882,On Learning for Large-scale Systems,2024,ACL
p_00883,Robust Inference under Streaming Workloads,2025,NSDI
p_00884,Efficient Scheduling with Streaming Graphs,2019,EuroSys
p_00885,Efficient Inference for Modern Models,2025,IEEE S&P
p_00886,On Verification under Large-scale Graphs,2022,SODA
p_00887,On Verification under Large-scale Graphs,2026,SOSP
p_00888,Scalable Indexing for Distributed Models,2020,EuroSys
p_00889,Robust Scheduling under Distributed Systems,2018,ICML
p_00890,On Inference with Structured Systems,2019,ICCV
p_00891,Scalable Inference under Large-scale Workloads,2021,SIGMOD
p_00892,Towards Indexing for Modern Interfaces,2025,EuroSys
p_00893,Robust Indexing for Distributed Interfaces,2021,ICML
p_00894,Towards Indexing for Structured Graphs,2018,ICML
p_00895,Scalable Scheduling with Distributed Systems,2020,SOSP
p_00896,Efficient Indexing for Structured Interfaces,2019,IEEE S&P
p_00897,Efficient Verification with Streaming Systems,2019,ICCV
p_00898,On Indexing for Distributed Systems,2026,USENIX Security
p_00899,On Scheduling under Large-scale Workloads,2025,SIGMOD
p_00900,Scalable Inference for Streaming Models,2022,ACL
